Country,ISO code,Period,Year,Sex,Non-standard age groups,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65+,Including consensual unions,Source type,Source,Survey Name,Note on non-standard age groups,Note on country or population,Note on data source
Tajikistan,762,..,1979,Men,x,1.9,43.7,87.6,93.9,94.9,94.7,94.7,94.3,93.5,91,88.7,,Census,National statistics,,"Data shown for age groups 15-19 and 65+ pertain to age groups 16-19 and 65-69, respectively.",,
Tajikistan,762,..,1979,Women,x,15,76.3,89.6,90.7,89.5,87.8,84.6,74.6,63,48.1,35.4,,Census,National statistics,,"Data shown for age groups 15-19 and 65+ pertain to age groups 16-19 and 65-69, respectively.",,
Tajikistan,762,Around 1985,1989,Men,,1.2,43.1,89.1,94.6,94.7,94.8,94.4,93.3,91.8,89.6,79.5,,Census,UNSD,,,,
Tajikistan,762,Around 1985,1989,Women,,11.4,73.8,88.3,90.3,88.8,86.5,83.2,79.7,72.9,57.7,28.1,,Census,UNSD,,,,
Tajikistan,762,Around 2005,2000,Men,,2.2,34.1,80,92.5,94.9,95.6,95,94.3,93,88.7,77.2,x,Census,UNSD,,,,
Tajikistan,762,Around 2005,2000,Women,,13.4,64.9,83.2,87.2,87.8,86.7,83.5,77.9,72.5,64.2,36.9,x,Census,UNSD,,,,
Tajikistan,762,Latest,2010,Men,,2.1,30.8,78.5,91.5,94.4,95.8,96.4,96.3,95.3,93.1,77.8,x,Census,National statistics,,,,
Tajikistan,762,Latest,2010,Women,,13,62.8,79.5,84.5,86.6,86.7,84.9,81.4,74.1,64,37.9,x,Census,National statistics,,,,
Thailand,764,Around 1970,1970,Men,,3.6,34.1,73.5,87.5,91.8,93,92.5,90.7,88.4,84,72.4,,Census,UNSD,,,,"Data were not adjusted for underenumeration, estimated at 2.01 per cent."
Thailand,764,Around 1970,1970,Women,,17.5,58,79.3,85.9,86.8,84.6,80.2,72.7,65,54.1,34.7,,Census,UNSD,,,,"Data were not adjusted for underenumeration, estimated at 2.01 per cent."
Thailand,764,Around 1985,1980,Men,,4.1,32.8,71.4,86.5,91.5,92.6,92.4,90.8,88.4,84.1,72.4,,Census,UNSD,,,,"Data were not adjusted for underenumeration, estimated at 3.2 per cent."
Thailand,764,Around 1985,1980,Women,,15.8,53.3,74.6,82.3,84.6,83.5,80.2,74,66.2,56.2,36.8,,Census,UNSD,,,,"Data were not adjusted for underenumeration, estimated at 3.2 per cent."
Thailand,764,Around 1995,1990,Men,,3.8,28.8,62.9,80.9,88.6,91.7,92.3,91.2,89.7,86.6,75.8,,Census,UNSD,,,,"Data were not adjusted for underenumeration, estimated at 3.2 per cent."
Thailand,764,Around 1995,1990,Women,,13.9,48.7,70.3,80,82.8,82.5,80.6,76,70.4,61,39.4,,Census,UNSD,,,,"Data were not adjusted for underenumeration, estimated at 3.2 per cent."
Thailand,764,Latest,2000,Men,,3.3,21.5,53.1,74.8,84.1,88.5,90.8,91.5,90.6,87.8,77.7,,Census,UNSD,,,,
Thailand,764,Latest,2000,Women,,10.7,41.5,67.2,78.8,81.9,82.1,80.5,77.4,72.6,65.3,45.9,,Census,UNSD,,,,
The former Yugoslav Republic of Macedonia,807,Around 1995,1994,Men,,1.5,21.5,61.4,82.6,90.7,94.1,95.3,95.2,93.7,91.3,76.9,,Census,UNSD,,,,
The former Yugoslav Republic of Macedonia,807,Around 1995,1994,Women,,9,50.5,82.8,91.2,92,90.7,89.3,86.4,81.7,74.9,52.3,,Census,UNSD,,,,
The former Yugoslav Republic of Macedonia,807,Latest,2002,Both Sexes,,3.4,25,61.6,81.5,87.5,89.8,90.3,89.2,86.7,82.6,63.2,,Census,UNSD,,,,
Timor-Leste,626,..,2003,Men,,0.6,28,82,95.8,98.4,98.4,96.6,,,,,,Survey,National statistics,Timor-Leste 2003 Demographic and Health Survey (national),,,
Timor-Leste,626,..,2003,Women,,11.2,63.7,90.1,95.9,94,94.1,92.4,,,,,,Survey,National statistics,Timor-Leste 2003 Demographic and Health Survey (national),,,
Timor-Leste,626,Around 2005,2004,Men,,1.4,20.3,58.1,79.5,86.4,89.3,89.6,88.2,86.3,81.4,71.7,,Census,UNSD,,,,Data pertain to household population only.
Timor-Leste,626,Around 2005,2004,Women,,9.9,53.8,79.4,84.7,85.1,83.1,79.1,71.7,66.1,55,39.5,,Census,UNSD,,,,Data pertain to household population only.
Timor-Leste,626,Latest,2009,Men,,0.4,19.4,61.3,83.7,89,93.9,94.7,,,,,x,Survey,DHS,Timor-Leste 2009-2010 Demographic and Health Survey,,,
Timor-Leste,626,Latest,2009,Women,,7.7,46.9,79.9,88.8,89.9,87.2,83.8,,,,,x,Survey,DHS,Timor-Leste 2009-2010 Demographic and Health Survey,,,
Togo,768,Around 1970,1970,Men,,2.2,25.2,62.9,81.6,87.2,88,88.7,87.8,87,84.6,78.2,,Census,UNSD,,,,
Togo,768,Around 1970,1970,Women,,43.7,85.1,93.8,93,90.4,85.2,77.1,66.8,57.2,47.1,30.1,,Census,UNSD,,,,
Togo,768,Around 1985,1988,Women,,26.5,73.2,90,91.4,91.9,89.7,84.8,,,,,,Survey,DHS,Togo 1988 Demographic and Health Survey,,,
Togo,768,Around 1995,1998,Men,,2.3,16.2,55.6,78,87.6,90.9,90.2,93.2,92.2,,,x,Survey,DHS,Togo 1998 Demographic and Health Survey,,,
Togo,768,Around 1995,1998,Women,,19.1,59.9,86.8,90.5,88.9,81.1,79.5,,,,,x,Survey,DHS,Togo 1998 Demographic and Health Survey,,,
Tonga,776,Around 1970,1966,Men,,1.2,20.7,56.2,77,85.1,88.6,89.7,86.4,86.2,81.5,67.4,,Census,UNSD,,,,
Tonga,776,Around 1970,1966,Women,,7.2,45.3,73,83.8,84.8,86.2,83.7,78.9,70,56.8,40.4,,Census,UNSD,,,,
Tonga,776,..,1976,Men,,1.2,17.9,52.9,78.1,86.6,87.6,88.2,87.4,85.6,82.2,69.2,,Census,UNSD,,,,
Tonga,776,..,1976,Women,,4.6,38.7,68.8,82,86.4,86,84.2,79.7,71.6,63,34.3,,Census,UNSD,,,,
Tonga,776,Around 1985,1986,Men,,2.3,19.9,53.7,74.8,83.6,88.5,89.6,89.4,87,83.5,71.7,,Census,UNSD,,,,
Tonga,776,Around 1985,1986,Women,,6,32.7,67.1,81.2,85.3,86.2,85.8,82.6,75,68.2,47.4,,Census,UNSD,,,,
Tonga,776,Around 1995,1996,Men,,1.6,17.2,50.9,71.4,80.3,86.8,88.5,88.5,88.2,85.6,74.5,,Census,UNSD,,,Data pertain to nationals of the country.,
Tonga,776,Around 1995,1996,Women,,4.7,32.3,64.6,76.3,81.8,83.5,84.8,80.4,77.5,69.6,47.3,,Census,UNSD,,,Data pertain to nationals of the country.,
Tonga,776,Latest,2006,Men,,1.2,17.1,48.1,69.5,80,84.7,86,86.5,87.3,84.5,74.4,x,Census,UNSD,,,,
Tonga,776,Latest,2006,Women,,4.2,30.7,60.9,76.9,82.4,82.8,80.4,78.6,75.9,67.8,48.6,x,Census,UNSD,,,,
Trinidad and Tobago,780,Around 1970,1970,Men,,0.7,15,47.3,64.4,71.8,73.5,74.5,74.2,73.1,71.4,62.6,,Census,US Census Bureau,,,,
Trinidad and Tobago,780,Around 1970,1970,Women,,6.7,35.6,60.6,69.4,71.8,70.4,68,62.3,55.8,46.7,29.9,,Census,US Census Bureau,,,,
Trinidad and Tobago,780,Around 1985,1980,Men,,1.2,14.5,42.8,61.7,70.2,73.5,75.2,75,74.2,71.2,62,,Census,UNSD,,,,
Trinidad and Tobago,780,Around 1985,1980,Women,,11.4,31.6,53.3,64.4,69,69.2,67.3,64.6,59.2,51.7,33,,Census,UNSD,,,,
Trinidad and Tobago,780,..,1987,Women,,8.6,41.1,67.6,72,75.5,73,75,,,,,x,Survey,DHS,Trinidad and Tobago 1987 Demographic and Health Survey,,,
Trinidad and Tobago,780,Around 1995,1990,Men,,1.2,10.3,33.9,53,63.5,69,72.1,72.6,72.2,71.1,60.3,,Census,UNSD,,,,
Trinidad and Tobago,780,Around 1995,1990,Women,,8.8,26.7,47.4,58.4,62.7,64,65,61.7,56.8,50.9,32,,Census,UNSD,,,,
Trinidad and Tobago,780,Latest,2000,Men,,0.4,6.6,26,43.4,53.4,59.9,64,66.3,68.8,66.7,58.9,,Census,UNSD,,,,
Trinidad and Tobago,780,Latest,2000,Women,,2.5,18.1,39.1,52.9,58.7,59.9,60.1,58,55.5,49.3,31.3,,Census,UNSD,,,,
Tunisia,788,Around 1970,1975,Men,,0,13.4,56.4,85,92.4,94.9,94.9,94.3,93.4,92.2,84.2,,Census,UNSD,,,,
Tunisia,788,Around 1970,1975,Women,,10.4,53.3,83.1,91.7,92,90,83.9,77.6,64.8,53.3,28.7,,Census,UNSD,,,,
Tunisia,788,Around 1985,1984,Men,,0,8.5,47.6,81.5,93.2,95.7,96.2,95.7,95.2,92.8,84.7,,Census,UNSD,,,,
Tunisia,788,Around 1985,1984,Women,,6.5,39.9,73.3,87.3,91.8,90.7,87.1,80.9,70.8,60,33.6,,Census,UNSD,,,,
Tunisia,788,..,1988,Women,,4.3,34.9,68.2,85.9,90.8,91.1,83.7,,,,,,Survey,DHS,Tunisia 1988 Demographic and Health Survey,,,
Tunisia,788,Around 1995,1994,Men,,0,3.6,28.7,68.1,89.6,94.2,95.8,96.2,96.1,95,87.9,,Census,UNSD,,,,
Tunisia,788,Around 1995,1994,Women,,3,27,60.5,78.9,86.9,88.6,87.9,83.1,77.3,65.8,38.3,,Census,UNSD,,,,
Turkey,792,Around 1970,1970,Men,x,7.5,58,58,94.7,94.7,95.9,95.9,93.2,93.2,84.6,,,Census,UNSD,,Data shown for age group 60-64 pertain to age group 60+.,,
Turkey,792,Around 1970,1970,Women,x,19.6,85.7,85.7,94.6,94.6,89.6,89.6,77.4,77.4,45.2,,,Census,UNSD,,Data shown for age group 60-64 pertain to age group 60+.,,
Turkey,792,Around 1985,1985,Men,,5.1,31.1,75.4,91.6,94.9,95.5,95.5,95,93.9,91.9,78.3,,Census,UNSD,,,,
Turkey,792,Around 1985,1985,Women,,15.6,65.6,88.4,93.6,93.8,92.3,89.6,85.2,77.4,66,40.6,,Census,UNSD,,,,
Turkey,792,Around 1995,1990,Men,,4.1,27.9,73.5,90.4,94.5,95.6,95.8,95.3,94.6,92.6,81.3,,Census,UNSD,,,,
Turkey,792,Around 1995,1990,Women,,15.1,61.2,85.9,92.4,93.5,92.2,89.7,85,79.7,68.7,42.9,,Census,UNSD,,,,
Turkey,792,Around 2005,2000,Men,,2.1,20.6,66.8,87.9,93.6,95.2,95.8,95.8,95.1,93.4,84.6,,Census,UNSD,,,,
Turkey,792,Around 2005,2000,Women,,12.7,52.1,79.6,88.2,90.9,90.5,88.8,85,78.8,70.1,47.1,,Census,UNSD,,,,
Turkey,792,Latest,2008,Women,,9.6,44.7,75,85.8,90.4,89.6,89.9,,,,,,Survey,National statistics,Turkey 2008 Demographic and Health Survey,,,
Turkmenistan,795,Around 1970,1970,Men,x,7.3,35.4,80.5,89.4,92.7,93.2,93.4,92,91.1,86,,,Census,National statistics,,"Data shown for age groups 15-19 and 60-64 pertain to age groups 18-19 and 60-69, respectively.",,
Turkmenistan,795,Around 1970,1970,Women,x,33.6,73.4,91.3,91.1,90.3,84.4,77.3,64.8,54.3,39,,,Census,National statistics,,"Data shown for age groups 15-19 and 60-64 pertain to age groups 18-19 and 60-69, respectively.",,
Turkmenistan,795,..,1979,Men,x,2.3,42.9,85.6,91.7,92.6,92.5,92.3,91.5,89.7,86.2,82.6,,Census,National statistics,,"Data shown for age groups 15-19 and 65+ pertain to age groups 16-19 and 65-69, respectively.",,
Turkmenistan,795,..,1979,Women,x,8.4,65.3,89,90.1,88.6,86.2,82.2,72.5,59.8,44.1,32.3,,Census,National statistics,,"Data shown for age groups 15-19 and 65+ pertain to age groups 16-19 and 65-69, respectively.",,
Turkmenistan,795,Around 1985,1989,Men,x,1.4,36,85,92.1,92.3,92.4,91.5,89.6,87.3,83.9,72.5,,Census,National statistics,,Data shown for age group 15-19 pertain to age group 16-19.,,
Turkmenistan,795,Around 1985,1989,Women,x,6.2,51.5,86,90.1,87.6,85,81,75.8,68.4,54,25.7,,Census,National statistics,,Data shown for age group 15-19 pertain to age group 16-19.,,
Turkmenistan,795,Latest,2000,Women,,5.3,44.3,80.8,88.1,88,90.6,83.2,,,,,x,Survey,DHS,Turkmenistan 2000 Demographic and Health Survey,,,
Turks and Caicos Islands,796,Around 1985,1980,Men,,0.4,13.7,62.9,74.1,83.4,85.7,83,80.4,80.7,80.2,74.7,,Census,UNSD,,,,
Turks and Caicos Islands,796,Around 1985,1980,Women,,3,39.7,65.6,74.5,75,69.3,62.3,61.6,59.3,59.1,31.7,,Census,UNSD,,,,
Turks and Caicos Islands,796,Latest,2001,Men,,0.6,16.6,50.2,68.9,80.1,79.1,82.1,83.2,84.5,82.1,72.2,,Census,UNSD,,,,
Turks and Caicos Islands,796,Latest,2001,Women,,8.4,35.2,60.3,65.8,70.7,70.4,69.8,69.5,61.6,59.4,39.5,,Census,UNSD,,,,
Tuvalu,798,..,1979,Men,,0.2,14.2,48.6,68.1,81.1,89.3,93.6,96.4,89.7,87.5,74.1,,Census,US Census Bureau,,,,
Tuvalu,798,..,1979,Women,,3.2,31.9,55.2,70.7,68.5,69.2,69.5,61,68,43.4,25.7,,Census,US Census Bureau,,,,
Tuvalu,798,Around 2005,2002,Men,,2,25,60,78.5,84.3,89.4,89.6,94.5,82.6,78.8,63.8,,Census,UNSD,,,Data pertain to resident population only.,
Tuvalu,798,Around 2005,2002,Women,,9.9,54.5,81.5,84.4,86,82.2,74.4,67.4,53.1,45.2,30.5,,Census,UNSD,,,Data pertain to resident population only.,
Tuvalu,798,Latest,2007,Women,,8,53.9,83.7,91.6,88.9,85.6,82.6,,,,,,Survey,National statistics,Tuvalu 2007 Demographic Health Survey (national),,,
Uganda,800,Around 1970,1969,Men,,6.5,39.1,63.3,71.7,75.3,75.4,76.3,73.5,76.3,71.3,68.2,,Census,UNSD,,,,Data are based on a sample taken at the time of census.
Uganda,800,Around 1970,1969,Women,,46.4,80.5,85.8,84,81.8,75.2,70.7,59.2,53.4,41.7,26.7,,Census,UNSD,,,,Data are based on a sample taken at the time of census.
Uganda,800,Around 1985,1988,Women,,36.5,72.1,82.1,81.6,79,73.1,73.2,,,,,x,Survey,DHS,Uganda 1988-1989 Demographic and Health Survey,,,
Uganda,800,Around 1995,1991,Men,,6.2,41.8,70.5,80.2,81.4,80.1,79.2,77.3,77.7,73.9,69.4,,Census,UNSD,,,,
Uganda,800,Around 1995,1991,Women,,37.4,74,82,81.2,79.6,73.5,69.5,58.6,54.3,42.8,27.1,,Census,UNSD,,,,
Uganda,800,Around 2005,2002,Men,x,6,37.9,69.6,81.2,85,84.8,84.4,81.7,81.1,72.9,,x,Census,UNSD,,Data shown for age group 60-64 pertain to age group 60+.,,
Uganda,800,Around 2005,2002,Women,x,28,69.3,80,80.3,78.5,73.3,68.8,61.3,56.1,35.8,,x,Census,UNSD,,Data shown for age group 60-64 pertain to age group 60+.,,
Uganda,800,Latest,2011,Men,,1.8,31.8,74.7,87.2,90.4,93.9,91.1,89.9,,,,x,Survey,DHS,Uganda 2011 Demographic and Health Survey,,,
Uganda,800,Latest,2011,Women,,20,67.3,82.5,81.1,79.9,75.8,62,,,,,x,Survey,DHS,Uganda 2011 Demographic and Health Survey,,,
Ukraine,804,..,1979,Men,x,2.3,39.8,80.5,88.3,90.8,92.4,94,93.9,93.9,92.6,90.2,,Census,National statistics,,"Data shown for age groups 15-19 and 65+ pertain to age groups 16-19 and 65-69, respectively.",,
Ukraine,804,..,1979,Women,x,15.4,63,82.2,84.3,83.1,80.8,76.6,69.5,59,44.9,35.1,,Census,National statistics,,"Data shown for age groups 15-19 and 65+ pertain to age groups 16-19 and 65-69, respectively.",,
Ukraine,804,Around 1985,1989,Men,,2.6,39.8,77.7,85.2,87.2,87.8,88.3,89.5,90.4,89.4,87.6,,Census,UNSD,,,,
Ukraine,804,Around 1985,1989,Women,,14.8,66.1,82.1,83.8,82.4,79.8,76.5,72.9,65.3,55.2,42.1,,Census,UNSD,,,,
Ukraine,804,Around 1995,1999,Women,,9.4,58.8,80.9,84.4,80,79.3,,,,,,x,Survey,RHS,Ukraine 1999 Reproductive Health Survey,,,
Ukraine,804,Around 2005,2001,Men,,1,24.9,61.1,75.2,80.1,82.2,83.4,84.6,85.2,84.2,76.1,x,Census,UNSD,,,,
Ukraine,804,Around 2005,2001,Women,,7.3,48.4,70.4,75,76,75.1,72.5,68.6,62.7,54.9,30,x,Census,UNSD,,,,
Ukraine,804,Latest,2007,Men,,3,22.7,60.3,69.1,78.2,79.3,82,,,,,x,Survey,DHS,Ukraine 2007 Demographic and Health Survey,,,
Ukraine,804,Latest,2007,Women,,5.7,46.9,69.2,72,73.4,72.7,69.1,,,,,x,Survey,DHS,Ukraine 2007 Demographic and Health Survey,,,
United Arab Emirates,784,Around 1970,1975,Men,,8.4,30.4,57.6,81.7,90.6,93.2,94,91.9,91.8,87.5,78,,Census,UNSD,,,,
United Arab Emirates,784,Around 1970,1975,Women,,55,85.7,92.2,93.3,91.2,85.2,76.8,62.8,58,39.7,21.8,,Census,UNSD,,,,
United Arab Emirates,784,Around 1985,1987,Men,,2.2,26.1,66.8,86.7,95.7,96.2,96.2,94.9,94.4,89.4,85,,Survey,National statistics,United Arab Emirates 1987-1988 Child Health Survey,,Data pertain to nationals of the country.,
United Arab Emirates,784,Around 1985,1987,Women,,17.4,49.3,70.4,84.2,86.6,86.2,79.5,63.8,55.1,42.9,22.6,,Survey,National statistics,United Arab Emirates 1987-1988 Child Health Survey,,Data pertain to nationals of the country.,
United Arab Emirates,784,Around 1995,1995,Men,,0.6,19.3,60.4,85.1,93.6,97.9,97.2,97.3,98.4,97.5,90.3,,Survey,GFHS,United Arab Emirates 1995 Family Health Survey,,Data pertain to nationals of the country.,
United Arab Emirates,784,Around 1995,1995,Women,,7.7,40.3,67.8,83.2,88.2,85.2,82.8,70.5,62.9,46.2,23.4,,Survey,GFHS,United Arab Emirates 1995 Family Health Survey,,Data pertain to nationals of the country.,
United Arab Emirates,784,Latest,2005,Men,,2.4,26,54,83.1,92.5,95.7,97,97.4,97.2,96.3,90,,Census,UNSD,,,Data pertain to nationals of the country.,
United Arab Emirates,784,Latest,2005,Women,,6.7,36,67,82.6,88.7,90.4,88.5,84.1,76.1,61.7,35.8,,Census,UNSD,,,Data pertain to nationals of the country.,
United Kingdom,826,Around 1970,1971,Men,,2,36.4,73.2,83.9,86.7,86.9,86.8,87.5,86.4,84.8,72.1,,Census,US Census Bureau,,,,
United Kingdom,826,Around 1970,1971,Women,,8.6,59.2,84.3,89.3,89.2,87.8,85.2,80.9,73.3,64.4,34.8,,Census,US Census Bureau,,,,
United Kingdom,826,Around 1985,1981,Men,,1.1,25,63,78.7,83.5,84.9,85.2,84.6,84.1,83.5,72.8,,Census,UNSD,,,,
United Kingdom,826,Around 1985,1981,Women,,4.5,44.6,75.2,84.2,85.8,85.6,84.3,81.2,75.6,67.4,37,,Census,UNSD,,,,
United Kingdom,826,Around 1995,1991,Men,,0.5,11.3,42.9,65.2,74.3,78.6,80.6,81.6,82,80.7,71.7,,Census,UNSD,,,,
United Kingdom,826,Around 1995,1991,Women,,1.6,23,55.4,71.4,77.2,79.9,80.4,79.2,75.9,68.5,38.4,,Census,UNSD,,,,
United Kingdom,826,Around 2005,2001,Men,,1.6,16.5,47,65.6,72.5,75.2,76.8,78.8,80,79.8,71.1,x,Census,UNSD,,,,
United Kingdom,826,Around 2005,2001,Women,,4.6,29.6,57.2,68.3,72.1,74,75.5,76.6,75.2,70.3,40.4,x,Census,UNSD,,,,
United Kingdom,826,Latest,2009,Men,,0.1,3,17.2,38.8,53.5,60.6,64.9,68.5,71.9,75,70.4,,Estimate,UNSD,,,Data refer to England and Wales only.,
United Kingdom,826,Latest,2009,Women,,0.4,6.4,25.8,46.1,57.1,61.8,64.9,67.8,69.6,69.7,44.8,,Estimate,UNSD,,,Data refer to England and Wales only.,
United Republic of Tanzania,834,Around 1970,1967,Men,,6.6,41.1,72,83,87.3,87.8,89.1,87.3,87.1,85,82.8,,Census,UNSD,,,,
United Republic of Tanzania,834,Around 1970,1967,Women,,49.9,86,91,90,88.5,83.7,78.9,68.7,63.4,55.5,40.4,,Census,UNSD,,,,
United Republic of Tanzania,834,Around 1985,1988,Men,,4,29.9,61.8,79.3,85.7,87,87.7,87,87.2,84.5,80.9,,Census,UNSD,,,,
United Republic of Tanzania,834,Around 1985,1988,Women,,28.3,69.9,81.6,84,84.6,81.3,77.2,70,63.1,53.5,35,,Census,UNSD,,,,
United Republic of Tanzania,834,Around 1995,1996,Men,,1.2,24.5,65.1,85.4,91.7,94.5,92,93.6,89.9,,,x,Survey,DHS,United Republic of Tanzania 1996 Demographic and Health Survey,,,Data presented do not sum up to 100 by more than 0.5 percentage points due to missing values.
United Republic of Tanzania,834,Around 1995,1996,Women,,23.1,67.5,82.3,84.7,83.3,82.5,76.4,,,,,x,Survey,DHS,United Republic of Tanzania 1996 Demographic and Health Survey,,,
United Republic of Tanzania,834,Around 2005,2002,Men,x,3.3,29.7,61.3,77.6,83.6,85.8,86.2,85.6,85,79.7,,x,Census,National statistics,,Data shown for age group 60-64 pertain to age group 60+.,,
United Republic of Tanzania,834,Around 2005,2002,Women,x,24.1,65.5,76.8,79.3,79.1,75.4,72.2,65.1,59.1,35.5,,x,Census,National statistics,,Data shown for age group 60-64 pertain to age group 60+.,,
United Republic of Tanzania,834,Latest,2010,Men,,4.2,22,70.3,79.5,89,87.3,86.2,,,,,x,Survey,DHS,United Republic of Tanzania 2010 Demographic and Health Survey,,,
United Republic of Tanzania,834,Latest,2010,Women,,18.4,63.3,80.3,80,80.3,79.1,74.3,,,,,x,Survey,DHS,United Republic of Tanzania 2010 Demographic and Health Survey,,,
United States of America,840,Around 1970,1970,Men,,3.8,41.7,75.2,83.8,86,86,86.4,86,84.8,82.8,70.9,,Census,UNSD,,,,
United States of America,840,Around 1970,1970,Women,,10.8,57.9,79.2,82.7,83.2,82,80.4,76.2,70.1,61.2,35.4,,Census,UNSD,,,,
United States of America,840,Around 1985,1980,Men,,2.7,27.9,57.6,72.6,76.9,83.7,82.1,82.6,83.2,82.9,74.4,,Census,UNSD,,,,
United States of America,840,Around 1985,1980,Women,,8.2,41.4,64.3,72.6,74.5,77.3,76.8,73.6,70.6,63.4,36.3,,Census,UNSD,,,,
United States of America,840,Around 1995,1990,Men,x,2,18.6,46,61.8,71.1,,77.4,,80.2,80.2,74.8,,Census,UNSD,,"Data shown for age groups 35-39 and 45-49 pertain to age groups 35-44 and 45-54, respectively.",,
United States of America,840,Around 1995,1990,Women,x,4.9,29.9,55.9,65.6,69.1,,70.2,,68.7,63.9,38.6,,Census,UNSD,,"Data shown for age groups 35-39 and 45-49 pertain to age groups 35-44 and 45-54, respectively.",,
United States of America,840,Around 2005,2000,Men,x,3.8,18.9,44.1,59.8,67.1,,72.2,,76.2,78,73.8,x,Census,UNSD,,"Data shown for age groups 35-39 and 45-49 pertain to age groups 35-44 and 45-54, respectively.",,
United States of America,840,Around 2005,2000,Women,x,5.2,26.7,52,63.7,67,,67.1,,65.8,62.9,41.9,x,Census,UNSD,,"Data shown for age groups 35-39 and 45-49 pertain to age groups 35-44 and 45-54, respectively.",,
United States of America,840,Latest,2009,Men,x,0.8,11,34.1,56.6,65.2,66.1,65.6,69.3,74,,73.2,,Survey,UNSD,United States of America 2009 Current Population Survey,Data shown for age group 55-59 pertain to age group 55-64.,,
United States of America,840,Latest,2009,Women,x,1.7,18.8,45.5,61.9,67,67.5,65.6,65.4,65.2,,43,,Survey,UNSD,United States of America 2009 Current Population Survey,Data shown for age group 55-59 pertain to age group 55-64.,,
United States Virgin Islands,850,..,1960,Men,,2.7,32.1,56.8,71.7,78.7,78.4,78,77.2,72,71.3,60.4,x,Census,UNSD,,,,
United States Virgin Islands,850,..,1960,Women,,16,56.2,69.8,71.2,74.4,72.4,70,65,55.3,47,29.8,x,Census,UNSD,,,,
United States Virgin Islands,850,Around 1985,1980,Men,,1.6,19.8,47.9,68.1,73.2,80.1,77.8,73.7,76.5,73,66,x,Census,UNSD,,,,
United States Virgin Islands,850,Around 1985,1980,Women,,5.7,33.7,53.5,63.5,63.8,64.2,61.5,57,54.6,48.3,30.9,x,Census,UNSD,,,,
United States Virgin Islands,850,Around 1995,1990,Men,,1.1,10.3,30.5,45.6,57.2,68.7,70.8,73.4,73.1,72.7,66.2,x,Census,US Census Bureau,,,,
United States Virgin Islands,850,Around 1995,1990,Women,,2.9,19.6,39.5,48.9,55,60.8,59.3,57.1,57.1,49.7,34.6,x,Census,US Census Bureau,,,,
Uruguay,858,Around 1970,1975,Men,,1.9,26.1,60,74.2,77.6,79,79.4,78.9,78.2,76.8,68.7,x,Census,UNSD,,,,Data were not adjusted for underenumeration.
Uruguay,858,Around 1970,1975,Women,,12,48.6,71.6,79.2,80,79.2,75.8,71.4,64.6,55.8,31.6,x,Census,UNSD,,,,Data were not adjusted for underenumeration.
Uruguay,858,Around 1985,1985,Men,,1.8,25.5,61,75.9,80.3,80.8,80.2,79.3,78.5,77.6,70.2,x,Census,UNSD,,,,Data were not adjusted for underenumeration.
Uruguay,858,Around 1985,1985,Women,,10.8,46,70.5,78.2,79.4,78.1,75.6,71.9,65.5,57,32.1,x,Census,UNSD,,,,Data were not adjusted for underenumeration.
Uruguay,858,Around 1995,1996,Men,,3.3,25.7,56.6,74.2,80.1,80.9,80.4,79,78.1,76.5,70.5,x,Census,UNSD,,,,Data were not adjusted for underenumeration.
Uruguay,858,Around 1995,1996,Women,,12.3,42.1,67.6,77.3,78.2,76.9,74.4,70.4,65.7,58.9,34.2,x,Census,UNSD,,,,Data were not adjusted for underenumeration.
Uruguay,858,Latest,2011,Men,,3.2,24.6,50.2,67.2,74,75.3,74.9,73.6,73.2,72.2,68.6,x,Census,National statistics,,,,
Uruguay,858,Latest,2011,Women,,11.1,37.7,59.5,69.7,71.5,70.1,67.7,63.2,60.3,55.6,33.4,x,Census,National statistics,,,,
Uzbekistan,860,Around 1970,1970,Men,x,5,31.4,80.5,91.4,94.5,95,95,94.3,93.5,90.9,,,Census,National statistics,,"Data shown for age groups 15-19 and 60-64 pertain to age groups 18-19 and 60-69, respectively.",,
Uzbekistan,860,Around 1970,1970,Women,x,34.3,71.5,90.5,90.9,90.7,85.1,79.9,68.6,59.3,40.6,,,Census,National statistics,,"Data shown for age groups 15-19 and 60-64 pertain to age groups 18-19 and 60-69, respectively.",,
Uzbekistan,860,..,1979,Men,x,2.2,40.6,86.3,92.9,94.5,94.4,94.6,94,93,90.4,88.7,,Census,National statistics,,"Data shown for age groups 15-19 and 65+ pertain to age groups 16-19 and 65-69, respectively.",,
Uzbekistan,860,..,1979,Women,x,13,67.4,87.6,89.5,89.1,86.8,83.6,74.1,62.7,48.4,37.4,,Census,National statistics,,"Data shown for age groups 15-19 and 65+ pertain to age groups 16-19 and 65-69, respectively.",,
Uzbekistan,860,Around 1985,1989,Men,x,1.2,41.5,88.2,94.1,94.4,94.3,94.1,92.8,91.2,89,78.3,,Census,UNSD,,Data shown for age group 15-19 pertain to age group 16-19.,,
Uzbekistan,860,Around 1985,1989,Women,x,10.8,70.5,87.2,88.9,87.7,85.3,82.5,78.3,71.7,56.5,26.7,,Census,UNSD,,Data shown for age group 15-19 pertain to age group 16-19.,,
Uzbekistan,860,Around 1995,1996,Women,,12.8,74.3,90.1,91.6,92.6,90.6,85,,,,,x,Survey,DHS,Uzbekistan 1996 Demographic and Health Survey,,,
